Date,Tavg,RH_avg,RR,ss,ff_avg
01/04/2019,27,88,5.6,2.4,1
02/04/2019,28.3,82,8888,3.2,1
03/04/2019,26.3,85,9,1.4,1
04/04/2019,28.4,82,0.2,2.2,2
05/04/2019,28.8,74,0,8.8,2
06/04/2019,28.2,73,0,9,2
07/04/2019,28.3,75,0,10.7,3
08/04/2019,28.6,78,0,10.7,3
09/04/2019,29.6,75,,8.4,2
10/04/2019,28.9,81,0,8.5,1
11/04/2019,27,92,2.3,4.6,0
12/04/2019,27.4,86,9.3,0,0
13/04/2019,28.4,81,2.6,2.2,1
14/04/2019,28,88,,5.8,1
15/04/2019,28,83,4.6,0,1
16/04/2019,29.5,76,0,7.9,1
17/04/2019,29,79,0,10.9,2
18/04/2019,29.6,78,0,10.5,1
19/04/2019,29.3,80,0,10.7,1
20/04/2019,27.8,88,0,8.7,1
21/04/2019,29.3,79,1.4,1.2,1
22/04/2019,27.7,88,0.4,8.2,1
23/04/2019,28.1,86,3.7,5.2,1
24/04/2019,28,89,1.1,3.8,0
25/04/2019,27.6,91,1.4,1.5,0
26/04/2019,25.8,94,12.7,4.4,1
27/04/2019,27.3,87,5.7,0.1,2
28/04/2019,28.6,78,0.4,1.4,1
29/04/2019,29.6,83,8888,2,2
30/04/2019,27.8,84,0,5,1
