Date,Tavg,RH_avg,RR,ss,ff_avg
01/09/2021,27.1,83,12.1,1.6,4
02/09/2021,25.1,92,83.2,5.4,2
03/09/2021,27.9,78,2.2,0.0,2
04/09/2021,28.6,79,0.0,7.5,3
05/09/2021,28.6,79,0.1,8.7,2
06/09/2021,27.9,81,0.0,9.0,2
07/09/2021,27.6,82,1.3,6.6,4
08/09/2021,28.0,78,0.8,7.4,4
09/09/2021,28.3,78,0.0,4.1,3
10/09/2021,26.1,86,3.5,7.3,2
11/09/2021,28.3,81,3.5,1.5,2
12/09/2021,28.1,81,0.0,6.5,2
13/09/2021,26.1,90,1.0,6.8,2
14/09/2021,27.1,87,28.1,0.0,1
15/09/2021,28.2,82,28.1,2.6,3
16/09/2021,27.9,81,28.1,5.3,3
17/09/2021,28.5,80,28.1,5.6,2
18/09/2021,27.9,83,0.0,9.2,2
19/09/2021,26.8,86,0.0,6.2,3
20/09/2021,28.7,76,0.0,2.6,3
21/09/2021,28.6,78,1.0,9.7,3
22/09/2021,28.6,80,4.0,8.2,3
23/09/2021,28.0,81,8.9,9.2,2
24/09/2021,28.6,79,0.0,8.7,2
25/09/2021,28.1,83,0.0,6.3,1
26/09/2021,28.6,79,42.0,5.7,3
27/09/2021,26.5,90,6.6,9.3,1
28/09/2021,27.3,84,42.0,5.2,1
29/09/2021,27.6,83,0.0,5.3,2
30/09/2021,25.4,94,25.3,4.7,3
