Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-01-2020,26.0,32.2,28.2,76,0.0,4.9,9,40,4,N 
02-01-2020,25.8,30.7,27.7,83,0.0,4.9,7,30,4,NE
03-01-2020,26.2,32.0,28.3,78,0.0,5.3,8,60,4,NE
04-01-2020,25.7,32.0,27.9,79,0.0,5.7,4,360,3,N 
05-01-2020,25.2,32.0,28.0,78,3.7,4.2,7,30,4,N 
06-01-2020,25.2,31.0,26.8,84,0.0,10.5,5,20,4,N 
07-01-2020,23.6,30.0,26.2,87,8.2,6.2,5,20,4,N 
08-01-2020,24.8,31.9,28.1,79,3.6,2.7,8,30,5,N 
09-01-2020,26.3,31.6,27.9,80,3.6,7.4,7,30,4,NE
10-01-2020,25.8,30.2,27.7,82,1.7,6.9,4,340,3,N 
11-01-2020,25.2,30.2,27.4,82,0.0,1.8,4,10,3,N 
12-01-2020,25.2,33.0,27.8,78,0.0,3.0,6,60,4,N 
13-01-2020,24.8,31.8,27.5,78,0.0,7.9,8,50,4,N 
14-01-2020,24.5,32.0,28.1,74,0.0,9.1,7,40,4,NE
15-01-2020,24.2,32.4,27.1,80,2.0,7.4,7,40,4,N 
16-01-2020,25.0,31.0,27.7,80,0.5,6.2,5,30,3,NE
17-01-2020,25.7,32.4,28.1,74,0.0,0.0,9,50,4,N 
18-01-2020,25.6,32.3,28.0,82,0.0,10.1,9,50,4,NE
19-01-2020,25.9,32.0,28.6,79,0.0,9.2,8,60,5,NE
20-01-2020,26.9,32.6,28.7,77,0.0,10.5,9,50,6,NE
21-01-2020,25.0,29.0,26.5,90,6.5,3.7,5,30,4,NE
22-01-2020,24.9,31.8,28.6,78,7.3,0.1,8,50,4,N 
23-01-2020,25.8,32.1,28.2,80,0.0,10.8,21,40,6,NE
24-01-2020,25.8,32.0,28.3,76,0.0,10.4,8,50,5,NE
25-01-2020,25.8,31.9,27.9,75,0.0,10.6,8,60,4,NE
26-01-2020,25.9,31.7,27.9,79,0.0,10.8,7,50,4,NE
27-01-2020,25.9,31.8,28.2,80,0.0,10.3,7,40,4,NE
28-01-2020,26.4,32.2,28.3,80,0.0,6.2,6,40,3,NE
29-01-2020,26.5,31.8,27.0,86,0.0,10.4,6,30,3,N 
30-01-2020,23.7,31.2,26.7,84,37.1,3.3,8,50,4,NE
31-01-2020,24.2,31.5,28.7,72,0.0,4.5,8,50,6,NE
