Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-01-2023,24.6,30.1,27.0,81.0,0.8,2.9,5,360,3,N 
02-01-2023,24.8,30.9,27.4,81.0,0.0,2.9,5,360,3,N 
03-01-2023,25.2,30.9,27.0,84.0,0.0,3.6,6,50,3,N 
04-01-2023,24.6,28.4,26.4,86.0,3.5,5.8,4,350,3,N 
05-01-2023,24.7,30.5,26.5,88.0,3.5,0.0,5,340,2,NW
06-01-2023,24.8,32.2,27.9,79.0,2.2,5.6,4,300,2,C 
07-01-2023,25.0,31.2,27.5,79.0,1.8,7.3,4,290,2,NW
08-01-2023,24.8,32.6,28.3,77.0,0.0,6.1,5,260,3,N 
09-01-2023,25.2,31.2,27.7,84.0,0.0,9.5,4,30,2,N 
10-01-2023,24.0,30.3,26.7,90.0,0.0,5.0,5,40,2,N 
11-01-2023,24.6,27.8,25.1,91.0,12.0,2.7,4,160,1,C 
12-01-2023,23.2,31.2,27.5,82.0,2.4,1.3,5,60,2,E 
13-01-2023,23.8,30.9,27.3,84.0,0.0,6.1,5,50,2,C 
14-01-2023,24.6,31.4,27.5,86.0,0.0,7.0,3,60,2,NE
15-01-2023,24.4,31.4,27.7,82.0,0.0,3.7,4,270,2,N 
16-01-2023,24.4,31.0,27.7,76.0,0.4,5.0,7,50,4,N 
17-01-2023,25.5,31.4,27.9,75.0,0.0,5.4,8,30,4,N 
18-01-2023,25.3,31.1,27.5,80.0,0.0,9.4,9,40,4,N 
19-01-2023,25.4,29.4,25.9,90.0,0.0,7.6,5,10,3,N 
20-01-2023,24.2,28.0,25.7,95.0,16.8,4.9,5,360,3,N 
21-01-2023,24.0,30.7,27.3,83.0,47.4,2.3,8,50,4,N 
22-01-2023,24.6,30.5,27.3,87.0,47.4,9.4,8,40,4,N 
23-01-2023,25.2,28.5,24.8,98.0,25.3,7.4,4,250,2,NW
24-01-2023,23.6,25.0,24.0,97.0,57.6,0.0,3,320,2,NW
25-01-2023,23.3,25.4,23.8,98.0,14.3,0.0,5,360,3,N 
26-01-2023,23.0,26.8,25.1,91.0,148.8,0.0,5,360,3,N 
27-01-2023,23.3,30.4,26.5,84.0,0.5,0.0,5,340,4,N 
28-01-2023,23.4,26.8,23.9,97.0,5.0,2.5,10,310,4,N 
29-01-2023,22.6,26.0,24.8,92.0,32.6,0.0,8,30,5,N 
30-01-2023,23.6,28.8,26.0,89.0,2.6,0.0,7,10,5,N 
31-01-2023,24.9,26.6,25.0,93.0,0.9,1.4,5,360,3,N 
01-02-2023,23.9,30.3,26.3,86.0,13.4,0.0,6,360,4,N 
02-02-2023,24.2,30.5,26.1,91.0,0.0,5.3,5,50,2,N 
03-02-2023,22.6,30.8,25.9,92.0,14.6,5.1,7,40,3,N 
04-02-2023,23.6,26.6,24.5,96.0,18.7,5.4,5,350,2,N 
05-02-2023,23.6,31.6,25.8,92.0,25.0,0.7,5,50,2,N 
06-02-2023,24.0,30.8,27.1,82.0,24.2,6.0,5,330,2,NW
